X.J1.,X.19.12.16.,X.66.48672.
J20,20:10:00,34.752205
J21,20:10:00,55.40687
J21A,20:10:00,63.305153
J22,20:10:00,63.449673
J23,20:10:00,64.21286
J23A,20:10:00,55.77659
J24,20:10:00,55.302036
J24A,20:10:00,54.824917
J25,20:10:00,66.288055
J26,20:10:00,70
J27,20:10:00,70
J28,20:10:00,68.47878
J29,20:10:00,51.055347
J29A,20:10:00,51.688343
J30,20:10:00,52.841995
J31,20:10:00,63.47759
J32,20:10:00,49.709694
J33,20:10:00,48.583225
J34,20:10:00,47.43143
J35,20:10:00,55.302036
J35A,20:10:00,57.921482
J36,20:10:00,62.551216
J37,20:10:00,66.574066
J38,20:10:00,70
J39,20:10:00,64.74688
J40,20:10:00,68.291565
J41,20:10:00,60.603218
J42,20:10:00,55.02663
J43|44,20:10:00,56.55898
J45,20:10:00,48.466953
J46,20:10:00,47.224213
J47,20:10:00,55.923405
J48,20:10:00,J48
X.J1.,X.23.10.01.,X.62.13712.
J1,23:10:01,62.13712
J2,23:10:01,60.004673
J4,23:10:01,62.081738
J5,23:10:01,62.556362
J6,23:10:01,63.37986
J6A,23:10:01,64.690926
J7,23:10:01,53.649002
J8,23:10:01,67.38076
J9,23:10:01,59.61532
J10,23:10:01,47.84558
J11,23:10:01,48.174942
J11A,23:10:01,48.461506
J12,23:10:01,49.31583
J13,23:10:01,56.6751
J14,23:10:01,60.721558
J15,23:10:01,66.25652
J15A,23:10:01,65.17887
J16,23:10:01,61.486923
J17,23:10:01,57.059525
J18,23:10:01,49.471035
J19,23:10:01,69.62869
J20,23:10:01,56.299976
J21,23:10:01,61.95476
J21A,23:10:01,70
J22,23:10:01,61.38305
J23,23:10:01,61.925495
J23A,23:10:01,58.250713
J24,23:10:01,55.92341
J24A,23:10:01,60.040035
J25,23:10:01,59.64886
J26,23:10:01,62.13898
J27,23:10:01,65.30591
J28,23:10:01,57.51407
J29,23:10:01,55.690884
J29A,23:10:01,51.6225
J30,23:10:01,49.26887
J31,23:10:01,58.604355
J32,23:10:01,48.7416
J33,23:10:01,50.41349
J34,23:10:01,50.538284
J35,23:10:01,52.81655
J35A,23:10:01,61.481537
J36,23:10:01,65.65807
J37,23:10:01,68.53546
J38,23:10:01,69.76539
J39,23:10:01,65.74107
J40,23:10:01,66.68651
J41,23:10:01,62.545444
J42,23:10:01,60.776714
J43|44,23:10:01,66.818695
J45,23:10:01,47.22421
J46,23:10:01,47.66109
J47,23:10:01,50.95244
J48,23:10:01,J48
X.J1.,X.02.10.02.,X.55.302036.
J1,02:10:02,55.302036
J2,02:10:02,56.187588
J4,02:10:02,60.99731
J5,02:10:02,70
J6,02:10:02,66.48672
J6A,02:10:02,62.078568
J7,02:10:02,51.99122
J8,02:10:02,59.353893
J9,02:10:02,57.18737
J10,02:10:02,50.206493
J11,02:10:02,49.253006
J11A,02:10:02,49.90256
J12,02:10:02,50.10783
J13,02:10:02,66.35639
J14,02:10:02,58.503494
J15,02:10:02,59.812622
J15A,02:10:02,52.19518
J16,02:10:02,54.863747
J17,02:10:02,55.302036
J18,02:10:02,57.520073
J19,02:10:02,54.753113
J20,02:10:02,52.98772
J21,02:10:02,54.793808
J21A,02:10:02,56.147537
J22,02:10:02,59.93088
J23,02:10:02,61.784405
J23A,02:10:02,57.787525
J24,02:10:02,54.680664
J24A,02:10:02,54.752792
J25,02:10:02,56.928802
J26,02:10:02,60.087902
J27,02:10:02,66.10564
J28,02:10:02,62.30349
J29,02:10:02,56.906914
J29A,02:10:02,51.966106
J30,02:10:02,49.387455
J31,02:10:02,50.583405
J32,02:10:02,48.257553
J33,02:10:02,52.734474
J34,02:10:02,52.402397
J35,02:10:02,57.16615
J35A,02:10:02,63.362755
J36,02:10:02,59.167847
J37,02:10:02,63.205166
J38,02:10:02,61.317833
J39,02:10:02,54.80494
J40,02:10:02,54.821186
J41,02:10:02,54.641605
J42,02:10:02,54.649746
J43|44,02:10:02,58.755077
J45,02:10:02,51.57381
J46,02:10:02,48.75593
J47,02:10:02,52.19518
J48,02:10:02,J48
X.J1.,X.05.10.03.,X.67.108086.
J1,05:10:03,67.108086
J2,05:10:03,59.952965
J4,05:10:03,64.39702
J5,05:10:03,66.18784
J6,05:10:03,66.48672
J6A,05:10:03,61.704433
J7,05:10:03,57.58
J8,05:10:03,62.634018
J9,05:10:03,60.53692
J10,05:10:03,48.40467
J11,05:10:03,49.45504
J11A,05:10:03,49.546387
J12,05:10:03,48.35747
J13,05:10:03,64.52254
J14,05:10:03,61.34524
J15,05:10:03,57.78752
J15A,05:10:03,66.42161
J16,05:10:03,66.052605
J17,05:10:03,57.594284
J18,05:10:03,58.88402
J19,05:10:03,57.16615
J20,05:10:03,57.61636
J21,05:10:03,60.14612
J21A,05:10:03,58.038948
J22,05:10:03,66.96847
J23,05:10:03,59.920296
J23A,05:10:03,57.50525
J24,05:10:03,60.273003
J24A,05:10:03,62.13712
J25,05:10:03,62.833984
J26,05:10:03,62.75849
J27,05:10:03,59.730488
J28,05:10:03,56.695995
J29,05:10:03,55.30204
J29A,05:10:03,54.337055
J30,05:10:03,49.46089
J31,05:10:03,63.925392
J32,05:10:03,50.46839
J33,05:10:03,51.02153
J34,05:10:03,52.609333
J35,05:10:03,60.894375
J35A,05:10:03,70
J36,05:10:03,67.66112
J37,05:10:03,63.399727
J38,05:10:03,63.98684
J39,05:10:03,61.88857
J40,05:10:03,66.930275
J41,05:10:03,70
J42,05:10:03,62.635677
J43|44,05:10:03,60.548187
J45,05:10:03,47.84558
J46,05:10:03,47.66109
J47,05:10:03,50.95244
J48,05:10:03,J48
X.J1.,X.08.10.04.,X.67.108086.
J1,08:10:04,67.108086
J2,08:10:04,66.93922
J4,08:10:04,64.02501
J5,08:10:04,70
J6,08:10:04,65.24397
J6A,08:10:04,61.083065
J7,08:10:04,58.202557
J8,08:10:04,62.02154
J9,08:10:04,56.887444
J10,08:10:04,52.19518
J11,08:10:04,50.36842
J11A,08:10:04,52.631855
J12,08:10:04,49.372707
J13,08:10:04,59.977444
J14,08:10:04,63.855167
J15,08:10:04,65.58926
J15A,08:10:04,65.17887
J16,08:10:04,64.40651
J17,08:10:04,60.89437
J18,08:10:04,62.342915
J19,08:10:04,69.30155
J20,08:10:04,68.8695
J21,08:10:04,58.22009
J21A,08:10:04,68.051994
J22,08:10:04,67.86909
J23,08:10:04,65.4421
J23A,08:10:04,60.612106
J24,08:10:04,65.24397
J24A,08:10:04,63.784855
J25,08:10:04,66.05846
J26,08:10:04,69.96565
J27,08:10:04,67.22823
J28,08:10:04,65.28651
J29,08:10:04,67.39403
J29A,08:10:04,60.30455
J30,08:10:04,49.720963
J31,08:10:04,58.15655
J32,08:10:04,53.784645
J33,08:10:04,53.0149
J34,08:10:04,52.609615
J35,08:10:04,55.92341
J35A,08:10:04,63.060623
J36,08:10:04,65.24397
J37,08:10:04,66.31202
J38,08:10:04,65.51995
J39,08:10:04,62.634212
J40,08:10:04,62.5214
J41,08:10:04,65.57419
J42,08:10:04,63.98163
J43|44,08:10:04,59.001865
J45,08:10:04,47.84558
J46,08:10:04,47.224213
J47,08:10:04,52.81655
J48,08:10:04,J48
X.J1.,X.11.10.05.,X.70.
J1,11:10:05,70
J2,11:10:05,70
J4,11:10:05,70
J5,11:10:05,70
J6,11:10:05,67.72946
J6A,11:10:05,57.790775
J7,11:10:05,51.3651
J8,11:10:05,29.706919
J9,11:10:05,12.587922
J10,11:10:05,25.166271
J11,11:10:05,36.832386
J11A,11:10:05,52.653236
J12,11:10:05,49.258953
J13,11:10:05,61.906723
J14,11:10:05,61.04282
J15,11:10:05,63.33397
J15A,11:10:05,62.424736
J16,11:10:05,61.695778
J17,11:10:05,64.301094
J18,11:10:05,63.952686
J19,11:10:05,61.113945
J20,11:10:05,63.932774
J21,11:10:05,57.754776
J21A,11:10:05,60.89437
J22,11:10:05,66.35403
J23,11:10:05,64.46801
J23A,11:10:05,46.264675
J24,11:10:05,65.24397
J24A,11:10:05,65.3161
J25,11:10:05,66.03118
J26,11:10:05,66.4244
J27,11:10:05,61.99633
J28,11:10:05,61.60401
J29,11:10:05,65.24397
J29A,11:10:05,59.471252
J30,11:10:05,45.11413
J31,11:10:05,31.765766
J32,11:10:05,31.525274
J33,11:10:05,46.835735
J34,11:10:05,47.638363
J35,11:10:05,57.16615
J35A,11:10:05,63.699104
J36,11:10:05,64.07047
J37,11:10:05,65.942764
J38,11:10:05,68.377045
J39,11:10:05,60.148735
J40,11:10:05,61.31595
J41,11:10:05,60.429226
J42,11:10:05,52.037296
J43|44,11:10:05,11.21308
J45,11:10:05,31.689928
J46,11:10:05,47.537685
J47,11:10:05,57.16615
J48,11:10:05,J48
X.J1.,X.14.10.06.,X.70.
J1,14:10:06,70
J2,14:10:06,68.22612
J4,14:10:06,70
J5,14:10:06,67.72946
J6,14:10:06,64.001236
J6A,14:10:06,51.0175
J7,14:10:06,47.63806
J8,14:10:06,20.47631
J9,14:10:06,15.6489
J10,14:10:06,47.784775
J11,14:10:06,51.865818
J11A,14:10:06,50.93909
J12,14:10:06,51.293697
J13,14:10:06,67.30357
J14,14:10:06,63.907486
J15,14:10:06,64.34652
J15A,14:10:06,65.577736
J16,14:10:06,62.14436
J17,14:10:06,54.254147
J18,14:10:06,40.266525
J19,14:10:06,65.24397
J20,14:10:06,42.434757
J21,14:10:06,47.014877
J21A,14:10:06,45.281788
J22,14:10:06,37.708065
J23,14:10:06,46.377705
J23A,14:10:06,54.737495
J24,14:10:06,63.37986
J24A,14:10:06,62.209248
J25,14:10:06,58.561832
J26,14:10:06,66.983444
J27,14:10:06,64.86289
J28,14:10:06,49.914955
J29,14:10:06,28.579144
J29A,14:10:06,16.58225
J30,14:10:06,32.250767
J31,14:10:06,52.898266
J32,14:10:06,47.70826
J33,14:10:06,48.091465
J34,14:10:06,45.9123
J35,14:10:06,57.16615
J35A,14:10:06,62.841137
J36,14:10:06,69.24871
J37,14:10:06,69.49629
J38,14:10:06,67.43908
J39,14:10:06,63.00704
J40,14:10:06,65.40649
J41,14:10:06,68.9722
J42,14:10:06,62.678337
J43|44,14:10:06,17.568789
J45,14:10:06,27.340334
J46,14:10:06,47.224213
J47,14:10:06,55.302032
J48,14:10:06,J48
X.J1.,X.17.10.07.,X.68.9722.
J1,17:10:07,68.9722
J2,17:10:07,70
J4,17:10:07,68.0342
J5,17:10:07,63.080986
J6,17:10:07,64.001236
J6A,17:10:07,52.75474
J7,17:10:07,49.712067
J8,17:10:07,26.60887
J9,17:10:07,18.34121
J10,17:10:07,34.365234
J11,17:10:07,46.018818
J11A,17:10:07,48.4645
J12,17:10:07,47.22848
J13,17:10:07,61.545998
J14,17:10:07,65.334816
J15,17:10:07,67.22318
J15A,17:10:07,66.931725
J16,17:10:07,64.843666
J17,17:10:07,70
J18,17:10:07,67.78268
J19,17:10:07,68.752625
J20,17:10:07,65.71488
J21,17:10:07,50.05151
J21A,17:10:07,66.58513
J22,17:10:07,70
J23,17:10:07,60.02085
J23A,17:10:07,57.076157
J24,17:10:07,67.72946
J24A,17:10:07,65.79322
J25,17:10:07,64.14301
J26,17:10:07,65.43095
J27,17:10:07,65.003685
J28,17:10:07,63.89529
J29,17:10:07,52.812622
J29A,17:10:07,30.873787
J30,17:10:07,26.599024
J31,17:10:07,46.45117
J32,17:10:07,46.184036
J33,17:10:07,47.55217
J34,17:10:07,47.155045
J35,17:10:07,57.16615
J35A,17:10:07,69.27434
J36,17:10:07,66.970505
J37,17:10:07,62.22447
J38,17:10:07,65.665794
J39,17:10:07,54.05929
J40,17:10:07,68.291565
J41,17:10:07,66.44766
J42,17:10:07,68.34955
J43|44,17:10:07,69.26158
J45,17:10:07,49.088326
J46,17:10:07,47.224213
J47,17:10:07,49.709694
J48,17:10:07,J48
X.J1.,X.20.10.08.,X.64.001236.
J1,20:10:08,64.001236
J2,20:10:08,63.93791
J4,20:10:08,67.04082
J5,20:10:08,67.204834
J6,20:10:08,66.48672
J6A,20:10:08,61.083065
J7,20:10:08,52.613777
J8,20:10:08,64.62988
J9,20:10:08,58.030064
J10,20:10:08,51.077007
J11,20:10:08,49.215652
J11A,20:10:08,50.081806
J12,20:10:08,47.679222
J13,20:10:08,62.888817
J14,20:10:08,60.930706
J15,20:10:08,55.577396
J15A,20:10:08,19.843351
J16,20:10:08,56.5129
J17,20:10:08,22.00455
J18,20:10:08,64.535934
J19,20:10:08,70
J20,20:10:08,45.863243
J21,20:10:08,70
J21A,20:10:08,70
J22,20:10:08,70
J23,20:10:08,68.01163
J23A,20:10:08,64.475784
J24,20:10:08,64.001236
J24A,20:10:08,63.507523
J25,20:10:08,69.00567
J26,20:10:08,67.542496
J27,20:10:08,63.09828
J28,20:10:08,68.271805
J29,20:10:08,63.50947
J29A,20:10:08,59.33957
J30,20:10:08,50.146553
J31,20:10:08,60.992115
J32,20:10:08,55.027393
J33,20:10:08,53.800083
J34,20:10:08,55.440086
J35,20:10:08,62.75849
J35A,20:10:08,69.929924
J36,20:10:08,70
J37,20:10:08,70
J38,20:10:08,70
J39,20:10:08,70
J40,20:10:08,70
J41,20:10:08,65.24398
J42,20:10:08,66.77386
J43|44,20:10:08,69.0006
J45,20:10:08,57.16615
J46,20:10:08,49.709694
J47,20:10:08,59.03026
J48,20:10:08,J48
X.J1.,X.23.10.09.,X.62.758495.
J1,23:10:09,62.758495
J2,23:10:09,67.70005
J4,23:10:09,67.63841
J5,23:10:09,68.18958
J6,23:10:09,67.108086
J6A,23:10:09,67.42365
J7,23:10:09,58.615223
J8,23:10:09,62.787067
J9,23:10:09,57.969543
J10,23:10:09,50.268784
J11,23:10:09,50.623077
J11A,23:10:09,50.73859
J12,23:10:09,47.679222
J13,23:10:09,62.69333
J14,23:10:09,69.095955
J15,23:10:09,68.62691
J15A,23:10:09,66.04171
J16,23:10:09,60.794865
J17,23:10:09,45.534924
J18,23:10:09,35.66139
J19,23:10:09,70
J20,23:10:09,58.54065
J21,23:10:09,66.09164
J21A,23:10:09,57.539692
J22,23:10:09,60.48244
J23,23:10:09,61.939
J23A,23:10:09,70
J24,23:10:09,70
J24A,23:10:09,67.13586
J25,23:10:09,70
J26,23:10:09,67.8541
J27,23:10:09,68.61176
J28,23:10:09,63.863815
J29,23:10:09,62.266735
J29A,23:10:09,55.743027
J30,23:10:09,47.525536
J31,23:10:09,56.390175
J32,23:10:09,48.81368
J33,23:10:09,48.091465
J34,23:10:09,48.12169
J35,23:10:09,60.894375
J35A,23:10:09,66.16747
J36,23:10:09,66.83202
J37,23:10:09,66.574066
J38,23:10:09,69.43451
J39,23:10:09,64.622604
J40,23:10:09,45.537914
J41,23:10:09,45.516315
J42,23:10:09,60.621983
J43|44,23:10:09,68.04725
J45,23:10:09,52.81655
J46,23:10:09,50.189995
J47,23:10:09,57.16615
J48,23:10:09,J48
X.J1.,X.02.10.10.,X.70.
J1,02:10:10,70
J2,02:10:10,61.191284
J4,02:10:10,62.714993
J5,02:10:10,69.0367
J6,02:10:10,60.894375
J6A,02:10:10,64.3168
J7,02:10:10,53.226845
J8,02:10:10,58.41824
J9,02:10:10,53.359165
J10,02:10:10,49.088326
J11,02:10:10,48.99835
J11A,02:10:10,52.465683
J12,02:10:10,51.354843
J13,02:10:10,65.50462
J14,02:10:10,55.68498
J15,02:10:10,62.988686
J15A,02:10:10,66.08785
J16,02:10:10,64.66705
J17,02:10:10,55.217052
J18,02:10:10,50.565655
J19,02:10:10,70
J20,02:10:10,58.824863
J21,02:10:10,54.884056
J21A,02:10:10,55.899708
J22,02:10:10,61.94154
J23,02:10:10,60.696262
J23A,02:10:10,56.71433
J24,02:10:10,56.544777
J24A,02:10:10,57.598907
J25,02:10:10,57.386597
J26,02:10:10,59.713955
J27,02:10:10,61.694103
J28,02:10:10,56.85415
J29,02:10:10,54.05929
J29A,02:10:10,51.966106
J30,02:10:10,51.40234
J31,02:10:10,61.651398
J32,02:10:10,49.088326
J33,02:10:10,50.57764
J34,02:10:10,50.67633
J35,02:10:10,55.302036
J35A,02:10:10,65.697174
J36,02:10:10,64.07047
J37,02:10:10,64.70995
J38,02:10:10,64.88676
J39,02:10:10,63.255585
J40,02:10:10,63.098812
J41,02:10:10,56.48795
J42,02:10:10,59.030262
J43|44,02:10:10,60.01202
J45,02:10:10,51.57381
J46,02:10:10,48.159054
J47,02:10:10,52.81655
J48,02:10:10,J48
X.J1.,X.05.10.11.,X.63.37986.
J1,05:10:11,63.37986
J2,05:10:11,64.330956
J4,05:10:11,68.9722
J5,05:10:11,67.04359
J6,05:10:11,64.622604
J6A,05:10:11,60.27301
J7,05:10:11,61.93197
J8,05:10:11,63.83578
J9,05:10:11,58.833748
J10,05:10:11,49.088326
J11,05:10:11,49.253006
J11A,05:10:11,49.546387
J12,05:10:11,51.858196
J13,05:10:11,64.75293
J14,05:10:11,59.882366
J15,05:10:11,55.64732
J15A,05:10:11,56.322273
J16,05:10:11,65.17412
J17,05:10:11,62.137123
J18,05:10:11,68.768585
J19,05:10:11,68.752625
J20,05:10:11,69.388176
J21,05:10:11,63.75051
J21A,05:10:11,69.29474
J22,05:10:11,68.41371
J23,05:10:11,59.016758
J23A,05:10:11,53.60747
J24,05:10:11,54.680664
J24A,05:10:11,55.357567
J25,05:10:11,65.297745
J26,05:10:11,64.2468
J27,05:10:11,56.30449
J28,05:10:11,57.297176
J29,05:10:11,61.80169
J29A,05:10:11,62.234497
J30,05:10:11,56.506428
J31,05:10:11,69.3602
J32,05:10:11,51.717964
J33,05:10:11,48.829453
J34,05:10:11,49.08833
J35,05:10:11,54.05929
J35A,05:10:11,56.67874
J36,05:10:11,55.716133
J37,05:10:11,63.991302
J38,05:10:11,67.19739
J39,05:10:11,69.22075
J40,05:10:11,67.64821
J41,05:10:11,64.40955
J42,05:10:11,68.28599
J43|44,05:10:11,58.71248
J45,05:10:11,53.437923
J46,05:10:11,51.284836
J47,05:10:11,49.709694
J48,05:10:11,J48
X.J1.,X.08.10.12.,X.68.9722.
J1,08:10:12,68.9722
J2,08:10:12,67.04144
J4,08:10:12,70
J5,08:10:12,68.9722
J6,08:10:12,67.72946
J6A,08:10:12,65.37086
J7,08:10:12,61.103085
J8,08:10:12,65.83461
J9,08:10:12,61.058167
J10,08:10:12,48.840664
J11,08:10:12,52.68922
J11A,08:10:12,52.934505
J12,08:10:12,51.123066
J13,08:10:12,65.20906
J14,08:10:12,63.771572
J15,08:10:12,64.001236
J15A,08:10:12,64.557495
J16,08:10:12,67.609825
J17,08:10:12,69.721855
J18,08:10:12,68.18524
J19,08:10:12,70
J20,08:10:12,68.76679
J21,08:10:12,66.532524
J21A,08:10:12,70
J22,08:10:12,70
J23,08:10:12,70
J23A,08:10:12,64.81489
J24,08:10:12,65.24397
J24A,08:10:12,67.180214
J25,08:10:12,68.96672
J26,08:10:12,68.84755
J27,08:10:12,64.64325
J28,08:10:12,65.95874
J29,08:10:12,70
J29A,08:10:12,63.91824
J30,08:10:12,51.937584
J31,08:10:12,65.98203
J32,08:10:12,51.645885
J33,08:10:12,48.091465
J34,08:10:12,47.638363
J35,08:10:12,57.78752
J35A,08:10:12,70
J36,08:10:12,60.203766
J37,08:10:12,63.359997
J38,08:10:12,69.125175
J39,08:10:12,66.98382
J40,08:10:12,66.68651
J41,08:10:12,64.778824
J42,08:10:12,70
J43|44,08:10:12,64.23382
J45,08:10:12,47.84558
J46,08:10:12,48.159054
J47,08:10:12,60.273003
J48,08:10:12,J48
X.J1.,X.11.10.13.,X.67.72946.
J1,11:10:13,67.72946
J2,11:10:13,70
J4,11:10:13,68.825775
J5,11:10:13,64.25923
J6,11:10:13,67.108086
J6A,11:10:13,60.894375
J7,11:10:13,60.68686
J8,11:10:13,59.341038
J9,11:10:13,19.64074
J10,11:10:13,43.000664
J11,11:10:13,52.68922
J11A,11:10:13,50.995617
J12,11:10:13,49.82345
J13,11:10:13,59.977444
J14,11:10:13,64.65657
J15,11:10:13,59.03026
J15A,11:10:13,59.586517
J16,11:10:13,64.156944
J17,11:10:13,69.44364
J18,11:10:13,66.230385
J19,11:10:13,65.72045
J20,11:10:13,66.07075
J21,11:10:13,62.88673
J21A,11:10:13,70
J22,11:10:13,70
J23,11:10:13,68.42137
J23A,11:10:13,64.34033
J24,11:10:13,67.72946
J24A,11:10:13,66.22598
J25,11:10:13,68.78863
J26,11:10:13,67.8541
J27,11:10:13,70
J28,11:10:13,68.47501
J29,11:10:13,70
J29A,11:10:13,64.53961
J30,11:10:13,49.36548
J31,11:10:13,65.96307
J32,11:10:13,47.84558
J33,11:10:13,48.04393
J34,11:10:13,47.362263
J35,11:10:13,57.78752
J35A,11:10:13,66.45251
J36,11:10:13,70
J37,11:10:13,70
J38,11:10:13,69.42046
J39,11:10:13,60.024456
J40,11:10:13,62.336918
J41,11:10:13,62.25428
J42,11:10:13,62.141415
J43|44,11:10:13,25.71761
J45,11:10:13,31.689928
J46,11:10:13,47.180798
J47,11:10:13,55.302032
J48,11:10:13,J48
X.J1.,X.14.10.14.,X.70.
J1,14:10:14,70
J2,14:10:14,66.572266
J4,14:10:14,67.199135
J5,14:10:14,69.658066
J6,14:10:14,69.593575
J6A,14:10:14,64.189926
J7,14:10:14,60.895565
J8,14:10:14,67.35838
J9,14:10:14,62.361725
J10,14:10:14,47.783295
J11,14:10:14,49.08832
J11A,14:10:14,47.68227
J12,14:10:14,48.243717
J13,14:10:14,58.04817
J14,14:10:14,61.102703
J15,14:10:14,66.71691
J15A,14:10:14,66.08785
J16,14:10:14,66.70282
J17,14:10:14,70
J18,14:10:14,70
J19,14:10:14,70
J20,14:10:14,68.24813
J21,14:10:14,62.95696
J21A,14:10:14,70
J22,14:10:14,70
J23,14:10:14,70
J23A,14:10:14,67.89901
J24,14:10:14,68.35083
J24A,14:10:14,67.108086
J25,14:10:14,66.39239
J26,14:10:14,65.86535
J27,14:10:14,64.962395
J28,14:10:14,69.49391
J29,14:10:14,70
J29A,14:10:14,62.33189
J30,14:10:14,48.395363
J31,14:10:14,58.427853
J32,14:10:14,47.36153
J33,14:10:14,47.84558
J34,14:10:14,47.84558
J35,14:10:14,62.75849
J35A,14:10:14,70
J36,14:10:14,70
J37,14:10:14,70
J38,14:10:14,70
J39,14:10:14,21.99654
J40,14:10:14,64.201035
J41,14:10:14,64.66166
J42,14:10:14,66.139465
J43|44,14:10:14,68.36503
J45,14:10:14,46.60284
J46,14:10:14,48.75593
J47,14:10:14,60.273003
J48,14:10:14,J48
X.J1.,X.17.10.15.,X.66.48672.
J1,17:10:15,66.48672
J2,17:10:15,68.30115
J4,17:10:15,68.5883
J5,17:10:15,65.37297
J6,17:10:15,68.9722
J6A,17:10:15,61.07981
J7,17:10:15,63.588562
J8,17:10:15,66.33735
J9,17:10:15,60.315598
J10,17:10:15,52.816547
J11,17:10:15,53.018585
J11A,17:10:15,51.865967
J12,17:10:15,48.41435
J13,17:10:15,65.43946
J14,17:10:15,66.79127
J15,17:10:15,70
J15A,17:10:15,70
J16,17:10:15,68.55709
J17,17:10:15,62.415325
J18,17:10:15,65.65945
J19,17:10:15,69.30155
J20,17:10:15,67.421364
J21,17:10:15,63.038895
J21A,17:10:15,70
J22,17:10:15,70
J23,17:10:15,70
J23A,17:10:15,70
J24,17:10:15,70
J24A,17:10:15,68.567215
J25,17:10:15,70
J26,17:10:15,69.718216
J27,17:10:15,70
J28,17:10:15,70
J29,17:10:15,70
J29A,17:10:15,63.4114
J30,17:10:15,51.191532
J31,17:10:15,69.84592
J32,17:10:15,51.508564
J33,17:10:15,48.289814
J34,17:10:15,48.605007
J35,17:10:15,62.13712
J35A,17:10:15,68.333725
J36,17:10:15,70
J37,17:10:15,69.31166
J38,17:10:15,70
J39,17:10:15,70
J40,17:10:15,68.210304
J41,17:10:15,65.84757
J42,17:10:15,70
J43|44,17:10:15,70
J45,17:10:15,47.84558
J46,17:10:15,49.156227
J47,17:10:15,55.923405
J48,17:10:15,J48
X.J1.,X.20.10.16.,X.59.651634.
J1,20:10:16,59.651634
J2,20:10:16,62.84846
J4,20:10:16,68.04609
J5,20:10:16,66.026596
J6,20:10:16,64.001236
J6A,20:10:16,62.82355
J7,20:10:16,57.58
J8,20:10:16,65.7477
J9,20:10:16,59.354847
J10,20:10:16,47.97015
J11,20:10:16,49.08832
J11A,20:10:16,48.93046
J12,20:10:16,48.243717
J13,20:10:16,62.853905
J14,20:10:16,67.98089
J15,20:10:16,66.7628
J15A,20:10:16,66.04171
J16,20:10:16,66.30059
J17,20:10:16,69.87178
J18,20:10:16,70
J19,20:10:16,70
J20,20:10:16,70
J21,20:10:16,70
J21A,20:10:16,70
J22,20:10:16,70
J23,20:10:16,68.068665
J23A,20:10:16,63.549408
J24,20:10:16,63.37986
J24A,20:10:16,66.71969
J25,20:10:16,70
J26,20:10:16,70
J27,20:10:16,70
J28,20:10:16,70
J29,20:10:16,70
J29A,20:10:16,60.37039
J30,20:10:16,54.028244
J31,20:10:16,68.000755
J32,20:10:16,53.503166
J33,20:10:16,56.708237
J34,20:10:16,50.74522
J35,20:10:16,68.35083
J35A,20:10:16,70
J36,20:10:16,70
J37,20:10:16,70
J38,20:10:16,70
J39,20:10:16,69.22075
J40,20:10:16,67.78873
J41,20:10:16,64.66166
J42,20:10:16,65.395706
J43|44,20:10:16,69.31839
J45,20:10:16,48.466953
J46,20:10:16,48.75593
J47,20:10:16,59.03026
J48,20:10:16,J48
X.J1.,X.23.10.17.,X.64.622604.
J1,23:10:17,64.622604
J2,23:10:17,68.14472
J4,23:10:17,68.271675
J5,23:10:17,63.904488
J6,23:10:17,58.408894
J6A,23:10:17,59.466194
J7,23:10:17,57.58356
J8,23:10:17,66.001595
J9,23:10:17,59.794052
J10,23:10:17,49.709698
J11,23:10:17,49.253006
J11A,23:10:17,47.963535
J12,23:10:17,48.471222
J13,23:10:17,61.124775
J14,23:10:17,66.099815
J15,23:10:17,66.37162
J15A,23:10:17,66.59797
J16,23:10:17,61.848427
J17,23:10:17,70
J18,23:10:17,67.2429
J19,23:10:17,70
J20,23:10:17,69.55934
J21,23:10:17,67.54897
J21A,23:10:17,63.505577
J22,23:10:17,70
J23,23:10:17,68.760574
J23A,23:10:17,67.89901
J24,23:10:17,68.9722
J24A,23:10:17,68.82795
J25,23:10:17,67.92734
J26,23:10:17,67.66714
J27,23:10:17,68.711266
J28,23:10:17,70
J29,23:10:17,70
J29A,23:10:17,61.38406
J30,23:10:17,49.129368
J31,23:10:17,61.846863
J32,23:10:17,47.84558
J33,23:10:17,47.84558
J34,23:10:17,49.571644
J35,23:10:17,50.95244
J35A,23:10:17,58.323364
J36,23:10:17,65.86535
J37,23:10:17,70
J38,23:10:17,70
J39,23:10:17,66.73526
J40,23:10:17,67.307884
J41,23:10:17,62.545444
J42,23:10:17,58.22596
J43|44,23:10:17,65.519165
J45,23:10:17,52.19518
J46,23:10:17,50.042088
J47,23:10:17,55.302032
J48,23:10:17,J48
X.J1.,X.02.10.18.,X.65.24397.
J1,02:10:18,65.24397
J2,02:10:18,67.08588
J4,02:10:18,70
J5,02:10:18,67.63271
J6,02:10:18,63.37986
J6A,02:10:18,65.55954
J7,02:10:18,57.78752
J8,02:10:18,69.069984
J9,02:10:18,65.26788
J10,02:10:18,15.037479
J11,02:10:18,51.011868
J11A,02:10:18,51.533764
J12,02:10:18,50.44482
J13,02:10:18,58.830116
J14,02:10:18,66.80294
J15,02:10:18,66.601814
J15A,02:10:18,67.61821
J16,02:10:18,67.41386
J17,02:10:18,68.200905
J18,02:10:18,56.896515
J19,02:10:18,55.813625
J20,02:10:18,55.92341
J21,02:10:18,57.189053
J21A,02:10:18,55.899708
J22,02:10:18,62.206932
J23,02:10:18,60.343548
J23A,02:10:18,60.758926
J24,02:10:18,62.13712
J24A,02:10:18,64.145485
